Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Target
1;1;0;20;5;3;12,67;5;2;12,5;Enrolled
1;1;1;20;6;6;14,71;6;6;12,5;Graduate
1;1;0;20;6;3;13,67;6;4;10,25;Enrolled
1;1;0;19;5;5;10,8;5;2;13,5;Enrolled
0;1;0;26;8;4;10,5;10;7;10,43;Dropout
1;1;0;31;6;6;15;6;5;12,5;Graduate
1;1;1;19;6;6;12,67;6;6;14;Graduate
1;1;0;28;6;6;13,17;6;6;13,67;Graduate
1;1;1;20;0;0;0;0;0;0;Graduate
1;0;0;43;6;6;13;6;6;12,5;Graduate
1;1;1;25;0;0;0;0;0;0;Dropout
1;0;0;40;6;2;10;6;1;15;Dropout
1;0;0;20;6;6;13,33;6;5;13,38;Graduate
1;0;0;46;6;3;12,33;6;6;13,33;Graduate
1;0;0;26;21;20;13,18;14;14;11,64;Graduate
1;0;1;34;7;6;12,51;8;7;13,07;Graduate
1;0;0;19;6;0;0;6;0;0;Dropout
1;0;1;18;8;7;13,59;8;7;13,59;Graduate
1;0;0;18;7;7;11,16;8;8;11,43;Graduate
1;1;1;37;7;6;11,86;6;5;12;Graduate
1;1;1;23;0;0;0;0;0;0;Graduate
1;1;0;26;14;14;14;13;13;13,62;Graduate
0;0;0;18;6;5;12;6;0;0;Dropout
1;0;0;18;7;4;11,58;7;5;12,42;Enrolled
1;0;0;19;7;7;13,2;8;8;13,06;Graduate
1;0;0;18;6;6;13,5;6;6;12;Graduate
1;0;0;19;6;6;13,33;6;5;12,8;Dropout
1;1;0;20;5;4;14,25;5;1;10;Enrolled
1;0;1;22;6;6;12,17;6;4;12;Graduate
1;0;1;18;8;7;12,21;8;7;12,21;Graduate
1;0;1;18;6;6;12,67;6;6;13;Graduate
1;0;1;18;6;6;12,29;6;6;13,5;Graduate
1;0;1;18;6;6;13;6;6;13;Graduate
1;0;0;18;6;6;12,14;6;6;11,17;Graduate
1;0;1;19;7;7;13,88;8;7;13,09;Graduate
1;0;0;20;6;0;0;6;0;0;Dropout
1;0;1;19;6;6;11,67;6;0;0;Dropout
1;0;0;18;6;6;13,15;6;3;11;Graduate
1;0;1;18;6;6;14,5;6;6;12,83;Dropout
1;0;1;18;7;7;14,44;8;8;13,66;Graduate
1;0;0;18;6;6;15,17;6;6;14,29;Graduate
1;0;1;18;5;5;11,6;5;4;12,63;Graduate
1;0;0;18;6;6;11,67;6;6;12,33;Graduate
1;0;1;20;6;6;12,63;6;6;13,2;Graduate
1;0;1;19;6;3;12,67;6;6;11;Graduate
1;0;1;18;6;6;12,83;6;6;13;Enrolled
1;0;1;19;6;6;11,86;6;6;13,14;Graduate
1;0;0;19;6;5;11,4;6;4;10,75;Enrolled
1;0;0;19;5;5;14,86;5;5;15,14;Enrolled
1;0;0;19;6;6;14,71;6;6;15,83;Graduate
1;0;0;20;6;6;13,5;6;5;13;Graduate
1;0;1;18;5;4;11,5;5;5;12,4;Graduate
1;0;0;33;5;2;14;5;0;0;Dropout
1;0;1;19;7;6;12,83;6;0;0;Dropout
1;0;1;18;7;7;13,43;8;8;14,75;Graduate
1;0;0;19;6;0;0;6;0;0;Dropout
1;0;0;19;6;3;11,67;6;4;11,5;Enrolled
1;0;0;18;6;6;16;6;6;14,33;Graduate
1;0;0;20;6;6;13,83;6;6;11,83;Graduate
1;0;0;19;8;8;13,23;8;8;13,23;Graduate
1;1;1;18;6;6;14;6;6;14,17;Graduate
1;1;1;19;6;2;10;6;0;0;Dropout
1;0;0;25;16;15;13,33;13;11;12,27;Graduate
1;0;1;20;6;6;12,5;6;6;14,33;Enrolled
1;0;0;19;6;6;12,5;6;6;11,5;Graduate
1;1;0;33;5;2;10,5;5;0;0;Dropout
1;1;0;18;5;3;10,67;5;3;11,33;Enrolled
1;1;0;18;5;4;10,5;5;2;10,5;Enrolled
1;0;0;19;5;4;12;5;5;11,4;Graduate
1;0;0;18;0;0;0;0;0;0;Enrolled
1;0;0;19;5;5;11,5;5;2;10,67;Enrolled
1;0;0;18;6;6;14;6;6;13,5;Dropout
1;0;0;18;6;6;13,5;6;5;12,6;Graduate
1;0;0;18;8;8;13,07;8;8;13,07;Graduate
1;0;0;37;7;2;10,75;7;0;0;Dropout
1;0;0;20;6;1;12;5;0;0;Enrolled
1;0;1;20;6;6;14;6;6;13,33;Graduate
1;1;0;21;6;6;12,33;6;6;13,43;Graduate
1;0;1;18;7;7;13,46;8;8;14,79;Graduate
1;0;0;26;6;3;10,67;6;5;11,2;Enrolled
1;0;0;41;5;5;11,6;5;5;12,2;Enrolled
1;0;1;18;6;6;13,67;6;6;14,67;Graduate
1;0;0;18;8;8;14,4;8;8;14,4;Graduate
1;0;0;31;7;7;15,47;8;8;16,39;Graduate
1;0;0;23;6;6;12,63;6;6;14,17;Graduate
1;0;0;19;7;6;14,98;7;6;14,98;Graduate
1;0;1;20;6;6;15;6;6;13;Graduate
1;0;0;40;9;9;15,89;7;7;14,14;Graduate
1;0;0;32;6;4;11,5;6;3;11;Dropout
1;0;0;24;6;2;10,5;6;1;10;Dropout
1;0;0;18;7;6;13,98;7;6;13,98;Graduate
1;0;0;18;6;6;13;6;6;12,83;Graduate
1;0;1;18;6;6;13,67;6;6;13;Graduate
0;0;0;27;6;0;0;6;0;0;Dropout
1;0;0;18;5;5;14,4;5;5;15,4;Graduate
1;0;0;26;5;4;12;5;4;11,25;Enrolled
1;0;0;19;6;6;14,17;6;6;13,67;Graduate
1;0;0;19;6;5;12,2;6;6;12;Graduate
1;0;0;21;5;3;12;5;3;12,67;Enrolled
1;0;0;24;5;2;10,5;5;1;11;Enrolled
1;0;0;20;6;3;12,33;6;2;10,5;Dropout
1;0;0;18;6;5;12,2;6;5;12,2;Enrolled
1;0;0;30;6;0;0;6;0;0;Dropout
0;0;0;22;7;6;11,5;7;6;13,17;Enrolled
1;0;0;21;9;9;10,89;10;10;11,62;Graduate
1;0;0;26;7;6;12,17;8;8;11,68;Dropout
1;0;0;23;5;2;10;5;1;12;Enrolled
1;0;1;18;6;6;12,67;6;6;12,17;Graduate
1;0;0;21;6;5;11,4;6;5;12,2;Dropout
1;0;1;18;0;0;0;0;0;0;Dropout
1;0;0;21;5;2;13;5;4;12;Enrolled
1;0;0;18;6;5;13,4;6;5;12;Enrolled
1;0;1;19;6;6;13,5;6;5;12,8;Dropout
1;0;0;22;6;4;12,25;6;3;11,33;Enrolled
1;0;0;19;6;6;12,29;6;6;12,83;Graduate
0;0;0;19;5;0;0;5;0;0;Dropout
1;0;0;19;6;2;10,5;6;1;13;Dropout
1;0;0;27;5;3;14;5;5;12;Graduate
1;0;0;22;5;5;14,2;5;5;12,2;Graduate
1;0;0;18;6;5;13;6;6;13,14;Dropout
1;0;0;20;6;6;11;6;4;12,75;Graduate
1;0;0;34;8;3;11;7;2;10;Dropout
1;0;0;18;7;6;12,39;8;8;13,76;Graduate
1;1;0;20;6;4;14,75;6;4;12,25;Graduate
1;0;0;20;5;5;16,17;5;5;15,83;Graduate
1;1;0;25;5;0;0;5;0;0;Dropout
1;1;0;18;5;5;12,4;5;3;13;Dropout
0;1;0;18;6;5;11,6;6;4;13;Dropout
1;0;1;18;6;5;12,2;6;0;0;Dropout
1;0;1;19;6;5;11;6;5;12,8;Graduate
1;0;1;19;6;6;12,33;6;5;12,4;Dropout
1;0;1;21;6;6;14,83;6;6;12,57;Graduate
1;0;0;29;10;9;11,56;11;10;11,9;Enrolled
1;0;1;20;6;6;12;6;6;11,83;Graduate
1;0;1;21;13;11;12,73;11;10;12,6;Graduate
1;0;0;34;2;2;10,5;1;1;11;Dropout
1;0;0;20;6;6;12,33;6;6;12;Graduate
1;1;0;24;5;0;0;5;1;12;Dropout
1;1;0;18;7;7;14,84;8;8;14,39;Graduate
1;1;0;19;7;7;12,2;7;7;12,2;Enrolled
1;1;1;18;5;4;10,8;5;4;11,75;Enrolled
1;1;0;28;5;4;12,75;5;5;14,33;Enrolled
1;1;0;28;5;2;11;5;1;12;Dropout
1;1;0;20;6;4;10,75;6;0;0;Dropout
1;1;0;22;8;8;12,55;8;8;12,55;Graduate
1;1;0;19;8;7;12,67;8;7;12,67;Graduate
1;1;0;20;6;6;12,71;6;4;13;Enrolled
1;1;0;26;7;2;11,75;5;0;0;Dropout
0;1;0;21;6;3;11;6;0;0;Dropout
1;1;0;18;0;0;0;0;0;0;Graduate
1;1;0;18;5;5;13,4;5;5;12,2;Graduate
1;1;0;22;17;17;12,58;17;17;12,12;Graduate
1;1;0;36;5;0;0;5;0;0;Dropout
1;1;1;20;6;6;12;6;6;11,5;Graduate
1;1;0;20;6;3;12,33;6;0;0;Dropout
1;1;0;25;5;4;11,5;5;3;13,5;Dropout
1;1;0;35;6;5;12,8;6;5;13,83;Graduate
1;1;0;22;0;0;0;0;0;0;Dropout
1;1;0;26;7;7;13,29;8;7;12,14;Enrolled
0;1;0;20;6;4;11,8;6;2;12;Dropout
1;1;0;50;13;6;11,33;11;2;13,5;Dropout
1;1;0;20;8;5;12;8;5;12;Dropout
1;1;0;20;7;5;13,98;8;8;13,22;Enrolled
0;1;0;35;6;5;15,2;6;1;11;Dropout
1;1;1;19;6;6;13,14;6;6;14,17;Graduate
1;1;0;43;5;0;0;5;0;0;Dropout
1;1;0;19;8;7;13,87;8;7;13,87;Graduate
1;1;0;25;8;6;12,68;8;6;12,68;Graduate
1;1;0;19;0;0;0;0;0;0;Graduate
1;1;1;20;6;6;12;6;6;12,5;Enrolled
1;1;0;22;0;0;0;0;0;0;Dropout
1;1;1;19;6;6;11;6;5;12,2;Dropout
1;1;0;32;5;4;10,75;5;4;11,33;Dropout
1;1;0;57;6;5;14,2;6;6;14,17;Graduate
0;1;0;20;7;4;12,6;7;4;11,58;Dropout
0;1;0;38;5;0;0;5;0;0;Dropout
1;1;0;45;5;5;14;5;5;14,17;Graduate
0;1;0;43;6;2;10;6;4;12,25;Dropout
1;1;0;19;6;6;13,83;6;6;13,13;Graduate
0;1;0;49;5;2;11;5;1;11;Dropout
1;1;0;43;8;7;11,64;8;7;11,64;Enrolled
1;1;0;34;6;4;12,25;5;0;0;Dropout
1;1;0;18;5;4;12,5;5;5;11,29;Enrolled
1;1;0;43;5;5;13,8;5;5;13,67;Graduate
1;1;0;21;6;3;12;6;1;11;Dropout
1;1;0;40;5;3;11;5;4;12,5;Enrolled
1;1;1;19;6;4;13,75;6;6;11,56;Graduate
1;1;0;27;6;6;10,67;6;4;11,25;Enrolled
1;1;0;43;7;0;0;8;2;13,15;Dropout
1;1;0;31;5;5;13,83;5;5;15,4;Graduate
1;1;0;26;6;0;0;6;0;0;Enrolled
1;1;0;34;5;5;15,8;5;5;16,8;Graduate
1;1;0;30;14;12;12,53;14;12;12,53;Graduate
1;1;0;36;7;6;12,78;8;0;0;Dropout
0;1;0;46;5;0;0;5;1;10;Dropout
1;1;0;22;5;3;13;5;3;10,67;Graduate
1;1;0;27;6;0;0;6;0;0;Dropout
1;1;0;20;5;5;10,8;5;3;12;Enrolled
1;1;0;20;5;5;11;5;3;10;Enrolled
0;1;0;31;4;0;0;5;0;0;Dropout
1;1;0;20;5;0;0;5;0;0;Enrolled
0;1;0;21;6;2;12;6;0;0;Dropout
1;1;0;21;5;4;10,75;5;2;11;Dropout
1;1;0;19;5;5;11,6;5;4;13,5;Graduate
1;1;1;20;5;5;11,8;5;4;11,6;Graduate
1;1;0;18;6;6;16;6;6;15,17;Graduate
1;1;1;18;6;6;12,67;6;6;11,5;Graduate
1;1;0;30;7;4;14,4;7;6;13,5;Enrolled
0;1;0;34;6;0;0;6;0;0;Dropout
0;1;0;21;6;4;12,25;6;4;13,4;Enrolled
1;1;0;20;7;5;12,6;9;8;12,75;Dropout
1;1;0;18;8;7;13,4;8;7;13,4;Graduate
1;1;0;21;0;0;0;0;0;0;Dropout
1;1;0;26;6;1;10;6;0;0;Dropout
1;1;0;20;5;0;0;5;0;0;Dropout
1;1;0;25;6;3;11,25;6;4;11,2;Dropout
1;1;0;19;5;0;0;5;0;0;Enrolled
1;1;0;24;5;3;10,67;5;1;14;Dropout
1;1;0;20;5;4;11,75;5;5;13,4;Graduate
1;1;0;20;5;0;0;5;0;0;Dropout
1;0;0;18;6;6;12,67;6;6;14,13;Graduate
1;0;0;25;7;7;11,95;8;7;12,04;Enrolled
1;0;0;22;6;5;14;6;6;15,67;Graduate
0;0;0;41;6;0;0;6;0;0;Dropout
1;0;1;19;5;2;11,5;5;0;0;Dropout
1;0;0;21;6;6;12;6;5;12,8;Graduate
1;0;0;30;6;6;16,43;6;6;16,67;Dropout
1;0;1;21;7;5;13,34;8;7;13,21;Graduate
1;0;1;26;7;0;0;8;0;0;Enrolled
1;0;0;21;7;7;14,67;6;6;14;Graduate
1;0;0;18;8;7;14,12;8;7;14,12;Graduate
1;0;1;19;6;6;14,86;6;6;13,11;Graduate
1;0;1;18;6;6;13,83;6;6;13,71;Graduate
1;0;0;19;5;3;11;5;4;11,75;Enrolled
1;0;0;21;6;4;11,75;6;3;13,67;Enrolled
1;0;1;18;5;2;10;5;2;12;Dropout
1;0;1;24;8;6;12,42;8;6;12,42;Graduate
1;0;0;21;5;1;11;5;2;10,5;Enrolled
1;0;0;23;6;5;14,43;6;6;13,43;Graduate
1;0;1;18;8;7;14,31;8;7;14,31;Graduate
0;0;0;26;6;6;15,43;6;5;14,5;Enrolled
1;0;0;20;5;4;12;5;5;13,4;Graduate
1;0;0;18;6;6;13,83;6;6;13,71;Graduate
1;0;0;20;6;6;12,17;6;6;12,14;Graduate
1;0;0;20;8;7;14,01;8;7;14,01;Enrolled
1;0;0;18;6;2;10,33;6;3;13,33;Enrolled
1;0;1;22;6;5;13,2;6;5;13,6;Graduate
1;0;0;20;7;6;15,4;7;6;15,4;Graduate
1;0;1;19;7;7;13,39;8;8;15,93;Graduate
1;0;0;18;6;6;10,86;6;4;11;Dropout
1;0;0;18;5;5;11,33;5;5;12;Graduate
1;0;1;19;5;4;14,5;5;5;13,6;Graduate
1;0;1;19;6;6;14,17;6;6;12,38;Graduate
1;0;0;24;6;6;12,83;6;6;12;Graduate
1;0;0;21;6;6;13,33;6;6;14,5;Graduate
1;0;1;20;6;6;13,67;6;6;14,57;Graduate
0;0;1;28;6;6;10,83;6;5;11;Dropout
1;0;0;21;6;6;13,43;6;6;13,14;Graduate
1;1;0;20;7;7;12,4;8;6;11,81;Enrolled
0;1;0;36;6;0;0;6;0;0;Dropout
0;1;0;42;4;0;0;5;0;0;Dropout
1;1;0;47;5;4;11,5;5;5;11,6;Dropout
0;1;0;25;5;0;0;5;0;0;Dropout
1;1;1;25;6;6;14,14;6;6;13,5;Graduate
1;1;0;48;6;0;0;5;0;0;Dropout
1;1;1;32;10;10;13,8;10;10;12,8;Graduate
1;1;0;38;10;10;13,6;10;5;13,6;Dropout
1;1;0;37;16;15;11,73;11;9;11,89;Graduate
0;1;0;26;5;1;10;5;1;10;Dropout
1;1;0;23;6;0;0;6;0;0;Dropout
1;1;0;23;6;0;0;6;0;0;Enrolled
1;1;0;20;6;4;10,8;6;4;12;Enrolled
1;1;0;26;7;6;13,05;8;7;13,31;Dropout
1;0;0;45;9;8;11;7;6;10,83;Enrolled
1;0;1;26;6;3;12,33;6;3;11,67;Enrolled
1;0;0;26;11;10;11,8;7;7;13,29;Graduate
1;0;0;25;5;3;11;5;3;11,25;Enrolled
1;0;0;18;8;8;13,11;8;8;13,11;Graduate
1;0;0;27;8;7;14,41;8;7;14,41;Graduate
0;0;0;24;5;0;0;5;0;0;Dropout
1;0;0;20;5;5;12,33;5;5;12,2;Graduate
1;0;1;18;7;0;0;7;1;10;Dropout
1;0;1;18;7;7;14,1;8;8;13,31;Graduate
1;0;0;18;8;8;13,05;8;8;13,05;Graduate
1;1;0;19;8;5;12,86;8;5;12,86;Enrolled
1;0;1;19;8;8;14,25;8;8;14,25;Graduate
1;0;1;19;7;5;14,06;7;7;11,24;Enrolled
1;0;0;18;8;7;15,08;8;7;15,08;Graduate
1;0;1;18;0;0;0;0;0;0;Enrolled
1;0;0;19;5;4;13,75;6;5;12,6;Enrolled
1;0;0;23;17;17;13,15;12;12;13,21;Graduate
1;0;1;21;6;5;12,33;6;5;11,8;Graduate
1;0;1;18;7;7;13,78;8;8;13,12;Graduate
0;0;0;20;6;3;10,33;6;1;11;Dropout
1;0;0;23;6;3;11,33;6;2;11;Enrolled
1;0;0;20;6;5;13,2;6;6;12,67;Enrolled
1;0;1;18;6;6;13,57;6;6;12,38;Graduate
1;0;0;29;11;11;12,75;7;7;13,43;Graduate
1;1;0;28;6;3;13;6;1;12;Dropout
1;1;0;19;5;3;11,33;5;4;11;Enrolled
0;1;0;24;6;0;0;6;0;0;Dropout
1;1;1;33;0;0;0;0;0;0;Dropout
0;1;0;19;5;2;12,5;5;1;11;Dropout
1;1;0;19;6;6;14,86;6;6;14,14;Graduate
1;1;0;37;9;8;12;7;7;11,57;Graduate
0;1;1;18;0;0;0;0;0;0;Graduate
1;1;0;29;5;0;0;5;0;0;Enrolled
1;1;0;37;7;7;12,83;8;8;12,69;Graduate
1;1;0;36;7;0;0;8;0;0;Dropout
1;1;0;19;6;6;13,33;6;5;14;Graduate
1;1;1;33;14;14;13,07;14;14;13,07;Graduate
0;1;0;34;7;5;12;7;3;11;Dropout
1;0;0;18;6;6;15,5;6;6;16;Graduate
1;0;0;20;6;0;0;6;0;0;Dropout
1;0;1;19;6;6;14,71;6;6;15,17;Graduate
1;0;0;20;6;6;16,71;6;6;15,33;Graduate
1;0;1;19;6;6;10,86;6;6;11,67;Graduate
1;0;0;19;7;6;11,66;8;6;12,42;Graduate
1;0;1;22;6;5;11,6;6;6;12;Graduate
1;0;0;18;6;6;14,63;6;6;14,14;Enrolled
1;0;1;18;6;6;12,17;6;6;12,67;Graduate
1;0;0;19;7;4;13,38;7;6;12,12;Enrolled
1;0;1;19;6;6;12,5;6;6;12,83;Graduate
0;0;0;31;7;5;12,56;7;5;12,56;Dropout
1;0;0;18;7;7;13,19;8;8;14,23;Graduate
1;0;1;19;6;3;11;6;4;11,25;Graduate
1;0;0;18;0;0;0;0;0;0;Graduate
1;0;1;19;6;5;11,6;6;6;11,71;Graduate
1;0;0;19;7;6;14,27;7;6;14,27;Graduate
1;0;1;19;5;4;11;5;4;13,86;Enrolled
1;0;0;30;10;9;12,67;7;7;12,43;Graduate
1;0;0;18;6;0;0;6;3;11;Enrolled
1;0;0;18;8;7;12,77;8;7;12,77;Graduate
1;0;0;21;5;0;0;5;0;0;Dropout
1;0;1;19;6;6;15,5;6;6;13,57;Graduate
1;0;1;19;6;6;13,29;6;5;14,6;Enrolled
1;0;0;19;7;5;11,72;7;5;13,7;Enrolled
1;0;0;19;6;6;11,33;6;4;13,75;Dropout
1;0;1;19;6;6;13,33;6;5;13,4;Graduate
1;0;1;39;5;4;12,33;5;2;10;Graduate
1;0;0;18;6;6;12,33;6;6;12,83;Enrolled
1;0;0;20;0;0;0;0;0;0;Dropout
1;0;0;19;5;5;12,6;5;4;11,6;Graduate
1;0;0;18;5;5;12,6;5;4;11;Enrolled
0;0;0;34;6;6;14,33;6;6;12,83;Enrolled
1;0;0;22;5;3;12;5;2;11;Enrolled
1;0;0;24;6;6;14,86;6;5;13,6;Graduate
1;0;0;34;15;12;11,92;13;11;13,18;Graduate
1;0;0;46;5;0;0;5;0;0;Dropout
1;0;0;50;5;3;13,33;5;5;12,2;Enrolled
0;0;0;37;5;0;0;5;0;0;Dropout
1;0;0;18;6;6;17;6;6;15,5;Graduate
1;0;1;25;6;3;11,67;6;2;11,33;Enrolled
1;0;0;46;19;19;12,21;13;13;11,38;Graduate
1;0;1;30;6;6;13;6;5;12,86;Graduate
0;0;0;37;5;0;0;5;0;0;Dropout
1;0;0;50;5;2;10,5;5;3;11;Enrolled
1;0;0;20;6;6;13,57;6;6;12,71;Graduate
1;0;0;39;3;1;14;2;0;0;Dropout
0;0;0;53;5;0;0;4;0;0;Dropout
1;0;0;54;15;13;12,46;13;10;11,1;Dropout
1;0;0;19;6;4;14,4;6;5;13;Graduate
0;0;0;20;6;0;0;6;0;0;Dropout
1;0;0;18;6;6;14,33;6;6;14,17;Graduate
1;0;0;21;13;11;11,91;11;11;10,73;Graduate
1;0;0;18;6;6;13,71;6;6;14,38;Graduate
1;0;0;19;7;0;0;8;0;0;Dropout
1;0;1;18;7;5;13,46;7;7;12,24;Dropout
1;0;0;19;6;6;15;6;6;13,33;Graduate
1;0;1;18;0;0;0;0;0;0;Dropout
1;0;0;19;6;5;13,4;6;5;12,8;Graduate
1;0;0;48;6;5;13;6;4;12,5;Enrolled
1;0;0;34;6;4;11,25;6;4;13,75;Graduate
1;0;0;18;5;5;12,6;5;5;11,6;Graduate
1;0;0;50;6;6;12,67;6;6;11,83;Graduate
1;0;0;41;21;21;12,33;19;19;12,11;Graduate
1;0;1;22;6;5;12;6;5;11;Dropout
1;0;0;43;5;5;16,4;5;5;16,6;Graduate
1;0;0;50;1;0;0;6;0;0;Dropout
1;0;0;60;6;6;12,75;6;4;14,75;Graduate
1;0;0;41;5;4;14,5;5;5;13;Enrolled
1;0;0;47;5;5;14,8;5;5;14,4;Graduate
1;0;0;22;17;17;10,37;17;17;11,5;Graduate
1;0;0;41;7;0;0;8;0;0;Dropout
1;0;0;28;10;6;10,67;10;9;11,33;Enrolled
1;0;0;32;15;13;12,69;15;13;12,38;Graduate
1;0;0;50;5;0;0;5;0;0;Dropout
1;0;0;53;15;15;11,8;13;12;11,67;Enrolled
0;0;0;54;7;0;0;5;0;0;Dropout
1;0;0;49;6;5;12,33;6;4;11,5;Enrolled
1;0;0;34;12;11;13;13;8;11,88;Dropout
1;0;0;45;6;4;12,5;6;3;11,67;Dropout
1;0;1;47;6;5;12,2;6;4;11,25;Graduate
1;0;0;22;10;8;11;7;5;11,2;Enrolled
1;0;0;33;5;1;10;5;2;12;Dropout
1;0;1;43;6;6;12,33;6;6;11,5;Graduate
1;0;0;54;13;13;14,31;12;12;15,23;Graduate
1;0;0;39;11;11;14,45;8;8;13,5;Graduate
1;0;0;39;5;5;11;5;5;13,2;Graduate
1;0;1;18;6;6;13,14;6;6;12,83;Graduate
1;0;1;19;6;6;13,75;6;6;11,86;Graduate
1;0;1;18;6;6;14;6;5;13,8;Graduate
1;0;0;44;8;8;13,75;6;6;12,5;Graduate
1;0;0;27;5;0;0;5;0;0;Dropout
1;0;1;18;6;6;13,17;6;6;12,43;Graduate
1;0;0;45;12;9;12,44;7;6;12;Dropout
1;0;0;20;6;6;12,67;6;5;13;Graduate
1;0;0;40;6;6;11,33;6;6;10,5;Graduate
1;0;0;40;5;4;11,25;5;5;12;Enrolled
1;0;0;18;7;7;13,61;8;8;14,58;Graduate
1;0;0;21;8;7;12,41;8;7;12,41;Graduate
1;0;0;20;0;0;0;0;0;0;Graduate
1;0;0;36;12;11;11,5;12;12;11,44;Enrolled
1;0;0;27;5;0;0;6;0;0;Dropout
1;0;0;32;7;7;11;8;8;13,13;Graduate
1;0;1;18;6;6;14;6;6;13,5;Graduate
1;0;0;37;6;4;12;6;3;12;Dropout
1;0;0;19;6;6;12,5;6;6;12,5;Graduate
1;0;1;41;6;6;11,33;6;6;11,33;Graduate
1;0;1;18;7;6;14,07;7;6;14,07;Graduate
1;0;0;21;9;8;13,56;7;7;13,57;Graduate
0;0;0;23;6;5;11,6;6;4;12,25;Dropout
1;0;0;18;6;0;0;6;0;0;Dropout
1;0;0;18;8;8;13,28;8;8;13,28;Graduate
1;0;0;21;6;0;0;6;0;0;Dropout
1;0;0;19;6;6;14,38;6;6;14,75;Graduate
1;0;0;47;5;0;0;5;0;0;Dropout
1;0;1;48;6;6;10,67;6;5;11,8;Enrolled
1;0;0;39;13;12;13,42;10;10;14,5;Graduate
1;0;0;19;7;6;12,97;8;7;12,32;Graduate
1;0;0;38;15;14;10,93;14;12;11,83;Dropout
0;0;0;27;6;0;0;6;0;0;Dropout
1;0;1;18;0;0;0;0;0;0;Graduate
1;0;0;34;6;4;13,25;6;0;0;Enrolled
1;0;0;48;6;6;11,33;6;5;12,4;Dropout
1;0;0;25;5;1;11;5;0;0;Dropout
1;0;1;32;8;7;12,76;8;7;12,76;Graduate
1;0;1;18;6;6;14,5;6;6;14,67;Graduate
1;0;0;20;6;6;13,83;6;6;14,57;Graduate
1;0;0;20;5;4;11,25;5;5;10,4;Graduate
1;0;0;20;0;0;0;0;0;0;Dropout
1;0;0;19;8;1;13,67;8;1;13,67;Enrolled
1;0;0;39;5;0;0;5;2;12,5;Dropout
1;0;0;29;5;1;13;5;0;0;Dropout
1;0;0;36;5;0;0;5;0;0;Dropout
1;0;0;18;8;7;11,97;8;7;11,97;Graduate
1;0;0;51;6;0;0;6;0;0;Dropout
1;0;0;23;6;1;16;6;4;12,25;Dropout
1;0;0;21;6;0;0;6;0;0;Dropout
0;0;0;28;6;4;12,75;5;0;0;Dropout
1;0;0;34;5;4;11;5;4;10,75;Enrolled
1;0;0;41;2;0;0;6;0;0;Dropout
1;0;1;43;6;5;12,2;6;6;12,33;Graduate
1;0;0;28;7;7;12,43;8;8;12,3;Enrolled
1;0;1;19;12;12;14,5;11;11;13,58;Graduate
1;0;0;26;12;6;13;12;11;13,83;Graduate
1;0;0;18;7;7;11,71;8;8;12,75;Graduate
1;0;0;45;7;4;10,25;7;3;13;Dropout
1;0;0;19;6;0;0;6;0;0;Dropout
1;0;0;20;6;6;12,38;6;6;13,14;Graduate
1;0;0;18;6;6;12,67;6;6;12;Graduate
1;0;0;27;6;3;10,5;6;1;12;Dropout
1;0;0;20;6;6;14,13;6;5;12,6;Graduate
1;0;0;18;6;6;14,67;6;6;13,83;Graduate
1;0;0;35;5;5;11,4;5;3;12,33;Enrolled
1;0;0;26;0;0;0;0;0;0;Dropout
1;0;1;39;6;6;14;6;5;14,8;Graduate
1;0;0;18;0;0;0;0;0;0;Graduate
1;0;0;36;7;0;0;7;0;0;Dropout
1;0;0;38;11;11;12,64;8;8;11;Graduate
1;0;0;45;6;3;12,33;6;2;11;Dropout
1;0;0;62;6;6;15;6;6;12,83;Graduate
1;0;1;20;6;4;11,75;6;6;12,67;Graduate
1;0;0;18;8;7;14,14;8;7;14,14;Graduate
1;0;0;18;6;2;12;6;1;11;Dropout
1;0;0;23;5;5;10,8;5;4;11,5;Graduate
1;0;1;19;6;6;13,29;6;6;12,5;Dropout
1;0;1;19;5;5;13,6;5;5;12,6;Graduate
1;0;0;18;7;7;13,55;8;8;14,19;Graduate
1;0;0;18;8;0;0;8;0;0;Enrolled
1;0;0;41;6;4;13,5;6;6;11,17;Graduate
1;0;1;51;6;5;11,6;6;5;14,2;Graduate
1;0;0;24;10;10;12,5;7;4;12,6;Graduate
1;0;0;25;5;1;11;5;2;12,67;Dropout
1;0;0;18;5;3;12;5;4;13;Enrolled
1;0;0;20;5;4;11,6;5;3;12,33;Graduate
1;0;0;19;0;0;0;0;0;0;Dropout
1;0;0;41;10;10;14,64;10;10;14,6;Graduate
1;0;1;19;6;6;13;6;6;12,17;Graduate
1;0;0;28;18;14;12,79;17;16;13,88;Dropout
1;0;0;21;6;6;14,5;6;5;12;Graduate
0;0;0;22;5;4;14,6;5;4;12,75;Dropout
0;0;0;18;6;6;12,5;6;6;12,17;Graduate
1;0;1;19;6;6;14;6;6;13,13;Graduate
1;0;1;19;7;7;13,8;8;8;14,58;Graduate
0;0;0;25;6;6;14,43;6;6;13,67;Graduate
1;0;1;18;7;6;14,35;7;6;14,35;Graduate
1;0;0;19;6;6;14,33;6;6;13,5;Graduate
1;0;0;20;6;4;12,25;6;4;11,5;Enrolled
